strategy,group,name,year,timerange,trades,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,cagr,sortino
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2021,20210101-20220101,259,105.29,1.88,1.43,8,30.5,105.29,13.06
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2021,20210101-20220101,259,105.29,1.88,1.43,11.18,30.5,105.29,13.06
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2022,20220101-20230101,114,8.96,0.28,1.13,8,28.1,8.96,1.55
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2022,20220101-20230101,114,8.96,0.28,1.13,10.98,28.1,8.96,1.55
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2023,20230101-20240101,207,87.81,1.54,1.49,2,29.0,87.81,9.23
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2023,20230101-20240101,207,87.81,1.54,1.49,16.02,29.0,87.81,9.23
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2025Q1,20250101-20260401,177,52.54,1.20,1.51,6,36.2,40.32,4.98
V4_G6_P017,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=40 th=0.7",2025Q1,20250101-20260401,177,52.54,1.20,1.51,11.96,36.2,40.32,4.98
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2020,20200101-20210101,192,55.50,1.27,1.36,6,31.3,56.27,7.18
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2020,20200101-20210101,192,55.50,1.27,1.36,15.56,31.3,56.27,7.18
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2021,20210101-20220101,256,98.99,1.78,1.41,6,30.1,98.99,12.21
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2021,20210101-20220101,256,98.99,1.78,1.41,11.16,30.1,98.99,12.21
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2022,20220101-20230101,113,7.45,0.23,1.11,0,27.4,7.45,1.28
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2022,20220101-20230101,113,7.45,0.23,1.11,11.90,27.4,7.45,1.28
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2023,20230101-20240101,203,96.81,1.65,1.55,8,29.6,96.81,9.98
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2023,20230101-20240101,203,96.81,1.65,1.55,16.08,29.6,96.81,9.98
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,1,34.0,37.40,6.35
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2024,20240101-20250101,162,37.52,1.29,1.48,9.41,34.0,37.40,6.35
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2025Q1,20250101-20260401,176,54.51,1.24,1.54,3,36.4,41.77,5.19
V4_G6_P019,group6_dynamic_dc,"G6 dynDC lb=50 s=16 L=35 th=0.3",2025Q1,20250101-20260401,176,54.51,1.24,1.54,12.63,36.4,41.77,5.19
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2020,20200101-20210101,196,53.50,1.25,1.35,8,31.1,54.23,7.05
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2020,20200101-20210101,196,53.50,1.25,1.35,14.38,31.1,54.23,7.05
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2021,20210101-20220101,260,104.12,1.86,1.42,6,30.4,104.12,12.63
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2021,20210101-20220101,260,104.12,1.86,1.42,11.16,30.4,104.12,12.63
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2022,20220101-20230101,117,5.62,0.18,1.08,3,27.4,5.62,0.97
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2022,20220101-20230101,117,5.62,0.18,1.08,12.83,27.4,5.62,0.97
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2023,20230101-20240101,208,92.21,1.59,1.50,1,29.3,92.21,9.62
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2023,20230101-20240101,208,92.21,1.59,1.50,14.11,29.3,92.21,9.62
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2024,20240101-20250101,163,41.64,1.40,1.53,1,34.4,41.51,6.99
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2024,20240101-20250101,163,41.64,1.40,1.53,9.41,34.4,41.51,6.99
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2025Q1,20250101-20260401,183,53.29,1.22,1.50,3,36.1,40.87,5.09
V4_G6_P020,group6_dynamic_dc,"G6 dynDC lb=100 s=14 L=25 th=0.7",2025Q1,20250101-20260401,183,53.29,1.22,1.50,12.63,36.1,40.87,5.09
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2020,20200101-20210101,194,56.19,1.29,1.36,4,31.4,56.96,7.20
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2020,20200101-20210101,194,56.19,1.29,1.36,14.54,31.4,56.96,7.20
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2021,20210101-20220101,259,106.26,1.89,1.44,6,30.5,106.26,12.94
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2021,20210101-20220101,259,106.26,1.89,1.44,11.16,30.5,106.26,12.94
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2022,20220101-20230101,116,4.75,0.15,1.07,6,26.7,4.75,0.82
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2022,20220101-20230101,116,4.75,0.15,1.07,13.76,26.7,4.75,0.82
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2023,20230101-20240101,206,89.30,1.57,1.50,7,29.1,89.30,9.47
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2023,20230101-20240101,206,89.30,1.57,1.50,16.87,29.1,89.30,9.47
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,1,34.4,40.85,6.90
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2024,20240101-20250101,163,40.98,1.38,1.52,9.41,34.4,40.85,6.90
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2025Q1,20250101-20260401,178,55.10,1.24,1.54,5,36.5,42.20,5.13
V4_G6_P018,group6_dynamic_dc,"G6 dynDC lb=100 s=16 L=30 th=0.7",2025Q1,20250101-20260401,178,55.10,1.24,1.54,12.65,36.5,42.20,5.13
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2020,20200101-20210101,196,57.48,1.36,1.39,6,30.6,58.28,7.05
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2020,20200101-20210101,196,57.48,1.36,1.39,12.56,30.6,58.28,7.05
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2021,20210101-20220101,261,89.90,1.69,1.39,7,28.4,89.90,11.26
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2021,20210101-20220101,261,89.90,1.69,1.39,10.97,28.4,89.90,11.26
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2022,20220101-20230101,119,1.93,0.06,1.03,1,25.2,1.93,0.35
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2022,20220101-20230101,119,1.93,0.06,1.03,12.81,25.2,1.93,0.35
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2023,20230101-20240101,208,78.93,1.54,1.49,1,28.4,78.93,8.72
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2023,20230101-20240101,208,78.93,1.54,1.49,14.51,28.4,78.93,8.72
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2024,20240101-20250101,166,24.83,0.92,1.32,3,30.7,24.75,4.31
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2024,20240101-20250101,166,24.83,0.92,1.32,10.63,30.7,24.75,4.31
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2025Q1,20250101-20260401,180,44.51,1.13,1.49,3,32.8,34.36,4.82
V4_G8_P001,group8_stair_grid,"G8 stair 16b/-0.05 36b/-0.03",2025Q1,20250101-20260401,180,44.51,1.13,1.49,13.63,32.8,34.36,4.82
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2020,20200101-20210101,196,60.24,1.40,1.40,8,31.1,61.08,7.50
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2020,20200101-20210101,196,60.24,1.40,1.40,12.68,31.1,61.08,7.50
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2021,20210101-20220101,261,85.59,1.63,1.37,2,28.4,85.59,11.36
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2021,20210101-20220101,261,85.59,1.63,1.37,11.12,28.4,85.59,11.36
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2022,20220101-20230101,118,5.54,0.18,1.08,4,26.3,5.54,1.02
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2022,20220101-20230101,118,5.54,0.18,1.08,11.34,26.3,5.54,1.02
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2023,20230101-20240101,208,79.18,1.51,1.48,7,28.4,79.18,9.27
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2023,20230101-20240101,208,79.18,1.51,1.48,16.77,28.4,79.18,9.27
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2024,20240101-20250101,165,26.38,0.96,1.33,3,31.5,26.29,4.68
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2024,20240101-20250101,165,26.38,0.96,1.33,10.63,31.5,26.29,4.68
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2025Q1,20250101-20260401,179,42.75,1.07,1.46,1,34.1,33.05,4.76
V4_G8_P002,group8_stair_grid,"G8 stair 16b/-0.05 40b/-0.04",2025Q1,20250101-20260401,179,42.75,1.07,1.46,13.81,34.1,33.05,4.76
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2020,20200101-20210101,196,65.64,1.47,1.42,6,31.6,66.57,7.89
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2020,20200101-20210101,196,65.64,1.47,1.42,12.56,31.6,66.57,7.89
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2021,20210101-20220101,261,83.77,1.60,1.36,1,28.4,83.77,11.10
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2021,20210101-20220101,261,83.77,1.60,1.36,11.01,28.4,83.77,11.10
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2022,20220101-20230101,118,5.05,0.16,1.07,7,26.3,5.05,0.93
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2022,20220101-20230101,118,5.05,0.16,1.07,11.47,26.3,5.05,0.93
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2023,20230101-20240101,208,76.87,1.47,1.46,3,28.4,76.87,9.13
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2023,20230101-20240101,208,76.87,1.47,1.46,17.03,28.4,76.87,9.13
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2024,20240101-20250101,165,26.01,0.95,1.33,1,31.5,25.93,4.65
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2024,20240101-20250101,165,26.01,0.95,1.33,10.61,31.5,25.93,4.65
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2025Q1,20250101-20260401,179,41.32,1.04,1.44,2,34.1,31.98,4.65
V4_G8_P003,group8_stair_grid,"G8 stair 16b/-0.05 44b/-0.05",2025Q1,20250101-20260401,179,41.32,1.04,1.44,14.02,34.1,31.98,4.65
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2020,20200101-20210101,196,55.10,1.30,1.37,9,30.6,55.86,6.88
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2020,20200101-20210101,196,55.10,1.30,1.37,13.59,30.6,55.86,6.88
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2021,20210101-20220101,259,97.00,1.80,1.42,1,29.3,97.00,11.67
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2021,20210101-20220101,259,97.00,1.80,1.42,10.21,29.3,97.00,11.67
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2022,20220101-20230101,118,0.87,0.03,1.01,3,25.4,0.87,0.15
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2022,20220101-20230101,118,0.87,0.03,1.01,13.33,25.4,0.87,0.15
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2023,20230101-20240101,208,75.07,1.47,1.46,0,28.4,75.07,8.24
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2023,20230101-20240101,208,75.07,1.47,1.46,14.70,28.4,75.07,8.24
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2024,20240101-20250101,162,34.83,1.21,1.45,8,32.7,34.72,5.68
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2024,20240101-20250101,162,34.83,1.21,1.45,9.28,32.7,34.72,5.68
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2025Q1,20250101-20260401,180,48.33,1.17,1.51,0,33.3,37.20,4.95
V4_G8_P004,group8_stair_grid,"G8 stair 16b/-0.06 36b/-0.03",2025Q1,20250101-20260401,180,48.33,1.17,1.51,14.50,33.3,37.20,4.95
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2020,20200101-20210101,196,62.52,1.41,1.40,7,31.6,63.39,7.77
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2020,20200101-20210101,196,62.52,1.41,1.40,13.67,31.6,63.39,7.77
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2021,20210101-20220101,258,101.77,1.86,1.43,5,29.8,101.77,12.91
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2021,20210101-20220101,258,101.77,1.86,1.43,10.35,29.8,101.77,12.91
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2022,20220101-20230101,117,3.82,0.13,1.06,3,26.5,3.82,0.68
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2022,20220101-20230101,117,3.82,0.13,1.06,12.13,26.5,3.82,0.68
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2023,20230101-20240101,208,87.05,1.54,1.49,0,28.8,87.05,9.58
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2023,20230101-20240101,208,87.05,1.54,1.49,17.10,28.8,87.05,9.58
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2024,20240101-20250101,161,37.22,1.27,1.48,2,34.2,37.10,6.28
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2024,20240101-20250101,161,37.22,1.27,1.48,9.52,34.2,37.10,6.28
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2025Q1,20250101-20260401,178,55.96,1.29,1.57,7,36.5,42.83,5.61
V4_G8_P005,group8_stair_grid,"G8 stair 16b/-0.06 40b/-0.04",2025Q1,20250101-20260401,178,55.96,1.29,1.57,11.97,36.5,42.83,5.61
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2020,20200101-20210101,196,67.38,1.47,1.42,3,32.1,68.34,8.15
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2020,20200101-20210101,196,67.38,1.47,1.42,13.83,32.1,68.34,8.15
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2021,20210101-20220101,258,106.27,1.89,1.44,4,30.2,106.27,13.23
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2021,20210101-20220101,258,106.27,1.89,1.44,11.44,30.2,106.27,13.23
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2022,20220101-20230101,117,3.37,0.11,1.05,2,26.5,3.37,0.61
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2022,20220101-20230101,117,3.37,0.11,1.05,12.22,26.5,3.37,0.61
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2023,20230101-20240101,208,82.98,1.48,1.46,3,28.8,82.98,9.47
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2023,20230101-20240101,208,82.98,1.48,1.46,18.13,28.8,82.98,9.47
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2024,20240101-20250101,161,34.52,1.20,1.44,1,34.2,34.41,6.04
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2024,20240101-20250101,161,34.52,1.20,1.44,9.71,34.2,34.41,6.04
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2025Q1,20250101-20260401,178,53.23,1.23,1.53,3,36.5,40.83,5.45
V4_G8_P006,group8_stair_grid,"G8 stair 16b/-0.06 48b/-0.05",2025Q1,20250101-20260401,178,53.23,1.23,1.53,12.53,36.5,40.83,5.45
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2020,20200101-20210101,196,71.62,1.56,1.45,5,32.7,72.65,8.15
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2020,20200101-20210101,196,71.62,1.56,1.45,13.35,32.7,72.65,8.15
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2021,20210101-20220101,259,104.71,1.84,1.42,8,30.1,104.71,11.64
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2021,20210101-20220101,259,104.71,1.84,1.42,11.18,30.1,104.71,11.64
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2022,20220101-20230101,115,3.91,0.13,1.06,8,27.0,3.91,0.67
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2022,20220101-20230101,115,3.91,0.13,1.06,13.18,27.0,3.91,0.67
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2023,20230101-20240101,205,70.42,1.40,1.44,6,29.3,70.42,7.76
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2023,20230101-20240101,205,70.42,1.40,1.44,15.96,29.3,70.42,7.76
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2024,20240101-20250101,162,37.86,1.26,1.47,6,34.0,37.74,5.66
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2024,20240101-20250101,162,37.86,1.26,1.47,9.56,34.0,37.74,5.66
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2025Q1,20250101-20260401,179,46.98,1.13,1.48,1,34.6,36.20,4.71
V4_G8_P007,group8_stair_grid,"G8 stair 16b/-0.07 40b/-0.03",2025Q1,20250101-20260401,179,46.98,1.13,1.48,12.31,34.6,36.20,4.71
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2020,20200101-20210101,196,79.61,1.64,1.48,7,33.7,80.78,8.98
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2020,20200101-20210101,196,79.61,1.64,1.48,13.57,33.7,80.78,8.98
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2021,20210101-20220101,258,113.66,1.94,1.45,5,31.0,113.66,12.97
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2021,20210101-20220101,258,113.66,1.94,1.45,10.75,31.0,113.66,12.97
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2022,20220101-20230101,115,6.81,0.22,1.10,0,27.8,6.81,1.18
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2022,20220101-20230101,115,6.81,0.22,1.10,11.60,27.8,6.81,1.18
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2023,20230101-20240101,205,82.66,1.49,1.47,8,29.8,82.66,9.08
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2023,20230101-20240101,205,82.66,1.49,1.47,18.08,29.8,82.66,9.08
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2024,20240101-20250101,161,38.95,1.27,1.47,3,35.4,38.82,6.06
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2024,20240101-20250101,161,38.95,1.27,1.47,9.63,35.4,38.82,6.06
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2025Q1,20250101-20260401,178,51.91,1.20,1.51,1,36.5,39.85,5.18
V4_G8_P008,group8_stair_grid,"G8 stair 16b/-0.07 44b/-0.04",2025Q1,20250101-20260401,178,51.91,1.20,1.51,12.31,36.5,39.85,5.18
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2020,20200101-20210101,196,55.39,1.31,1.37,0,30.6,56.15,6.79
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2020,20200101-20210101,196,55.39,1.31,1.37,13.80,30.6,56.15,6.79
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2021,20210101-20220101,260,97.24,1.80,1.42,7,28.8,97.24,11.85
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2021,20210101-20220101,260,97.24,1.80,1.42,9.17,28.8,97.24,11.85
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2022,20220101-20230101,119,0.15,0.01,1.00,9,25.2,0.15,0.03
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2022,20220101-20230101,119,0.15,0.01,1.00,13.89,25.2,0.15,0.03
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2023,20230101-20240101,208,76.63,1.50,1.47,3,28.4,76.63,8.28
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2023,20230101-20240101,208,76.63,1.50,1.47,14.53,28.4,76.63,8.28
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2024,20240101-20250101,164,29.86,1.05,1.38,4,31.1,29.77,5.00
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2024,20240101-20250101,164,29.86,1.05,1.38,8.94,31.1,29.77,5.00
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2025Q1,20250101-20260401,180,42.13,1.07,1.45,2,32.8,32.58,4.46
V4_G8_P009,group8_stair_grid,"G8 stair 18b/-0.05 36b/-0.03",2025Q1,20250101-20260401,180,42.13,1.07,1.45,14.32,32.8,32.58,4.46
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2020,20200101-20210101,196,61.54,1.38,1.39,8,31.6,62.40,7.50
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2020,20200101-20210101,196,61.54,1.38,1.39,13.88,31.6,62.40,7.50
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2021,20210101-20220101,260,90.81,1.71,1.39,8,28.8,90.81,11.65
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2021,20210101-20220101,260,90.81,1.71,1.39,10.08,28.8,90.81,11.65
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2022,20220101-20230101,118,3.02,0.10,1.04,3,26.3,3.02,0.53
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2022,20220101-20230101,118,3.02,0.10,1.04,12.63,26.3,3.02,0.53
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2023,20230101-20240101,208,74.00,1.42,1.44,6,28.4,74.00,8.73
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2023,20230101-20240101,208,74.00,1.42,1.44,17.26,28.4,74.00,8.73
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2024,20240101-20250101,163,30.25,1.06,1.38,5,31.9,30.15,5.25
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2024,20240101-20250101,163,30.25,1.06,1.38,9.05,31.9,30.15,5.25
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2025Q1,20250101-20260401,179,39.05,0.98,1.41,8,34.1,30.28,4.31
V4_G8_P010,group8_stair_grid,"G8 stair 18b/-0.05 40b/-0.05",2025Q1,20250101-20260401,179,39.05,0.98,1.41,14.68,34.1,30.28,4.31
V4_G8_P011,group8_stair_grid,"G8 stair 18b/-0.06 36b/-0.04",2020,20200101-20210101,196,53.56,1.25,1.35,3,31.1,54.29,6.99
