strategy,group,name,trades,avg_profit_pct,tot_profit_usdt,tot_profit_pct,sharpe,profit_factor,max_drawdown_pct,win_rate,avg_duration,cagr,sortino,params
Exp_Best_A26_R03_S01_T025,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.25",1564,0.08,1286.003,128.60,0.42,1.08,41.53,32.9,0,14.17,1.71,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R03_S01_T03,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.3",1524,0.15,2266.44,226.64,0.59,1.12,40.18,31.4,0,20.89,2.30,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R03_S01_T035,best_combo,"ADX=26 ATR=0.3 SL=-0.1 Trail=0.35",1474,0.29,4338.375,433.84,0.72,1.17,27.76,30.6,0,30.80,2.63,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R03_S012_T025,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.25",1555,0.05,727.303,72.73,0.26,1.05,43.15,34.9,0,9.16,0.91,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.25}"
Exp_Best_A26_R03_S012_T03,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.3",1512,0.1,1578.703,157.87,0.43,1.09,42.76,33.2,0,16.40,1.51,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.3}"
Exp_Best_A26_R03_S012_T035,best_combo,"ADX=26 ATR=0.3 SL=-0.12 Trail=0.35",1461,0.29,4304.754,430.48,0.65,1.15,28.10,32.8,0,30.67,2.04,"{""adx_min"":26,""atr_mult"":0.3,""stoploss"":-0.12,""trail_offset"":0.35}"
Exp_Best_A26_R05_S008_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.25",1361,0.09,1215.436,121.54,0.44,1.10,38.65,30.8,0,13.60,2.47,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A26_R05_S008_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.3",1328,0.13,1747.194,174.72,0.53,1.13,34.67,29.2,0,17.59,2.97,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A26_R05_S008_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.08 Trail=0.35",1292,0.23,2914.865,291.49,0.67,1.18,34.44,28.6,0,24.45,3.48,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A26_R05_S01_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.25",1351,0.17,2245.873,224.59,0.60,1.14,26.53,34.3,0,20.77,2.17,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R05_S01_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.3",1313,0.28,3701.087,370.11,0.74,1.19,25.71,32.8,0,28.16,2.55,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R05_S01_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.1 Trail=0.35",1271,0.43,5462.7,546.27,0.81,1.23,15.82,31.9,0,34.87,2.72,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R05_S012_T025,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.25",1345,0.13,1745.938,174.59,0.48,1.11,18.57,36.2,0,17.58,1.52,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.25}"
Exp_Best_A26_R05_S012_T03,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.3",1308,0.24,3201.122,320.11,0.63,1.16,17.54,34.6,0,25.87,1.94,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.3}"
Exp_Best_A26_R05_S012_T035,best_combo,"ADX=26 ATR=0.5 SL=-0.12 Trail=0.35",1264,0.45,5639.733,563.97,0.74,1.21,19.09,34.0,0,35.45,2.16,"{""adx_min"":26,""atr_mult"":0.5,""stoploss"":-0.12,""trail_offset"":0.35}"
Exp_Best_A26_R07_S008_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.25",1143,0.1,1188.866,118.89,0.40,1.11,30.90,31.1,0,13.38,2.42,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A26_R07_S008_T03,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.3",1117,0.12,1355.678,135.57,0.42,1.12,31.11,29.3,0,14.72,2.61,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A26_R07_S008_T035,best_combo,"ADX=26 ATR=0.7 SL=-0.08 Trail=0.35",1092,0.19,2096.513,209.65,0.54,1.17,34.28,28.6,0,19.86,3.28,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A26_R07_S01_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.25",1131,0.21,2341.66,234.17,0.58,1.17,20.32,35.0,0,21.34,2.22,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A26_R07_S01_T03,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.3",1105,0.29,3157.545,315.75,0.64,1.20,24.34,33.3,0,25.66,2.48,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.3}"
Exp_Best_A26_R07_S01_T035,best_combo,"ADX=26 ATR=0.7 SL=-0.1 Trail=0.35",1075,0.41,4434.817,443.48,0.73,1.24,15.57,32.4,0,31.17,2.72,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.1,""trail_offset"":0.35}"
Exp_Best_A26_R07_S012_T025,best_combo,"ADX=26 ATR=0.7 SL=-0.12 Trail=0.25",1126,0.18,2016.373,201.64,0.50,1.14,24.53,36.8,0,19.36,1.59,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.12,""trail_offset"":0.25}"
Exp_Best_A26_R07_S012_T03,best_combo,"ADX=26 ATR=0.7 SL=-0.12 Trail=0.3",1099,0.26,2846.139,284.61,0.57,1.17,24.56,34.9,0,24.10,1.84,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.12,""trail_offset"":0.3}"
Exp_Best_A26_R07_S012_T035,best_combo,"ADX=26 ATR=0.7 SL=-0.12 Trail=0.35",1069,0.44,4753.984,475.40,0.70,1.23,18.83,34.4,0,32.38,2.12,"{""adx_min"":26,""atr_mult"":0.7,""stoploss"":-0.12,""trail_offset"":0.35}"
Exp_Best_A28_R03_S008_T025,best_combo,"ADX=28 ATR=0.3 SL=-0.08 Trail=0.25",1411,0.07,970.313,97.03,0.39,1.09,44.25,30.0,0,11.48,2.15,"{""adx_min"":28,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.25}"
Exp_Best_A28_R03_S008_T03,best_combo,"ADX=28 ATR=0.3 SL=-0.08 Trail=0.3",1381,0.14,1917.893,191.79,0.57,1.14,35.74,29.0,0,18.73,3.00,"{""adx_min"":28,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.3}"
Exp_Best_A28_R03_S008_T035,best_combo,"ADX=28 ATR=0.3 SL=-0.08 Trail=0.35",1344,0.28,3809.05,380.91,0.78,1.21,14.82,28.6,0,28.63,3.57,"{""adx_min"":28,""atr_mult"":0.3,""stoploss"":-0.08,""trail_offset"":0.35}"
Exp_Best_A28_R03_S01_T025,best_combo,"ADX=28 ATR=0.3 SL=-0.1 Trail=0.25",1402,0.11,1591.169,159.12,0.51,1.11,35.73,33.2,0,16.49,1.98,"{""adx_min"":28,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.25}"
Exp_Best_A28_R03_S01_T03,best_combo,"ADX=28 ATR=0.3 SL=-0.1 Trail=0.3",1373,0.2,2690.56,269.06,0.64,1.15,34.22,31.8,0,23.28,2.46,"{""adx_min"":28,""atr_mult"":0.3,""stoploss"":-0.1,""trail_offset"":0.3}"
